periodo,barra_de,barra_para,fluxo
28,17,22,13.818247099347412
28,18,21,4.274888248909036
28,19,20,-136.82111135797896
28,20,23,69.17571861202092
28,21,22,13.184922930652633
29,1,2,-90.01388322484486
29,1,3,-43.45430053265069
29,1,5,-84.9852759225041
29,2,4,-61.11200392403151
29,2,6,-56.21179554081331
29,3,9,-75.51166993709563
29,3,24,4.747453164444814
29,4,9,-88.4219201640315
29,5,10,-112.29519216250408
29,6,10,-83.52171178081335
29,7,8,559.6900837599998
29,8,9,262.9601754874092
29,8,10,269.41999203259087
29,9,11,46.32576038610988
29,9,12,25.390908760171744
29,10,11,33.61401173760573
29,10,12,12.679160111667597
29,11,13,-16.113060120958984
29,11,14,68.74291600467487
29,12,13,20.78681490879334
29,12,23,-10.026662276954
29,13,23,-22.636161452165545
29,14,16,41.43299976467476
29,15,16,-56.76999458000643
29,15,21,33.47914846445175
29,15,24,0.5809298755551819
29,16,17,75.76051649554864
29,16,19,-118.40742755088036
29,17,18,33.938675790906565
29,17,22,14.511924464642044
29,18,21,6.628759550906628
29,19,20,-145.71734379088045
29,20,23,59.97273996911955
29,21,22,12.797991775358
30,1,2,-90.24296314750399
30,1,3,-44.22583009240634
30,1,5,-85.15779923008941
30,2,4,-61.35496506801033
30,2,6,-56.33201678949362
30,3,9,-74.75639129521569
30,3,24,3.0865424928092295
30,4,9,-88.7989837780103
30,5,10,-112.60181794008939
30,6,10,-83.77603549949364
30,7,8,559.5559812899997
30,8,9,262.73093186360865
30,8,10,269.3810307163913
30,9,11,46.26419778514729
30,9,12,25.467340295234973
30,10,11,33.17800802836025
30,10,12,12.381150538447933
30,11,13,-16.007908501279122
30,11,14,68.00609560478694
30,12,13,20.64873736854532
30,12,23,-10.2442652448624
30,13,23,-22.8031898427337
30,14,16,40.56207689478682
30,15,16,-54.944391055722896
30,15,21,33.98191892853271
30,15,24,-1.8815465828093307
30,16,17,75.79415591146768
30,16,19,-117.62048878240381
30,17,18,33.830854571813724
30,17,22,14.519282629653938
30,18,21,6.386835861813779
30,19,20,-145.0645074924039
30,20,23,60.49147379759609
30,21,22,12.92473608034611
31,1,2,-90.81156404021472
31,1,3,-44.145348682342274
31,1,5,-85.69023108744275
31,2,4,-61.67553401455083
31,2,6,-56.675609955663894
31,3,9,-75.6695846566538
31,3,24,3.984656044311433
31,4,9,-89.21511394455081
31,5,10,-113.22981101744281
31,6,10,-84.21518988566389
31,7,8,559.4604200699998
31,8,9,262.6619301362527
31,8,10,269.25891000374736
31,9,11,45.358246977185935
31,9,12,24.879404627861767
31,10,11,32.37658575998238
31,10,12,11.89774341065823
31,11,13,-15.929539765518543
31,11,14,66.12479257268714
31,12,13,20.16657101406753
31,12,23,-10.929002905547515
31,13,23,-23.302548681450915
31,14,16,38.58521264268703
31,15,16,-51.69114129578558
31,15,21,34.65411968009751
31,15,24,7.20998938569744
31,16,17,75.50420003990288
31,16,19,-116.14970862300147
31,17,18,33.499378359686865
31,17,22,14.465241750215968
31,18,21,5.959798429686941
31,19,20,-143.68928855300155
31,20,23,61.77113151699842
31,21,22,13.074338179784075
32,1,2,-91.69882800395573
32,1,3,-43.786973216646146
32,1,5,-86.5007835093978
32,2,4,-62.121301957793484
32,2,6,-57.1894368361622
32,3,9,-77.33536206636926
32,3,24,5.936478059723013
32,4,9,-89.73321274779349
32,5,10,-114.11269429939783
32,6,10,-84.80134762616223
32,7,8,559.3880892099997
32,8,9,262.66201496386833
32,8,10,269.1141634561316
32,9,11,44.020699122957225
32,9,12,23.96083023674803
32,10,11,31.32403981339033
32,10,12,11.264170927181151
32,11,13,-15.867432264214038
32,11,14,63.600260410561866
32,12,13,19.490193776814337
32,12,23,-11.87710340288515
32,13,23,-23.989149277399623
32,14,16,35.98834962056176
32,15,16,-47.64446789536889
32,15,21,35.417657275092466
32,15,24,21.675432730276974
32,16,17,75.02998588490793
32,16,19,-114.2980149497151
32,17,18,33.04184506479636
32,17,22,14.376230030111484
32,18,21,5.42993427479647
32,19,20,-141.90992573971516
32,20,23,63.47816347028473
32,21,22,13.235680759888561
33,1,2,-85.23029803840448
33,1,3,-57.87981779614848
33,1,5,-79.37380968544676
33,2,4,-60.08668382913963
33,2,6,-52.65732396926489
33,3,9,-47.54308639103389
33,3,24,-37.850441165114745
33,4,9,-87.60039358913963
33,5,10,-106.8875194454468
33,6,10,-80.17103372926482
33,7,8,559.4862902399998
33,8,9,260.7270839600897
33,8,10,271.2454965199103
33,9,11,53.87564103977117
33,9,12,44.19425318014468
33,10,11,33.17731072241252
33,10,12,23.49592286278603
33,11,13,7.327272731273662
33,11,14,52.21196927091037
33,12,13,24.39173578637164
33,12,23,15.784730496559126
33,13,23,4.205298757645318
33,14,16,24.69825951091019
33,15,16,39.59613063403988
33,15,21,49.292425347511454
33,15,24,-86.63584907488371
33,16,17,60.76241369248896
33,16,19,-23.981733307538764
33,17,18,21.567601742126808
33,17,22,11.681102190362246
33,18,21,-5.946108017873411
33,19,20,-51.495443067539
33,20,23,7.5236805057955
33,21,22,15.832607569637752
34,1,2,-85.34272778147334
34,1,3,-57.824548304210026
34,1,5,-79.40376307431629
34,2,4,-60.09318628759858
34,2,6,-52.660298573874755
34,3,9,-47.57718440480707
34,3,24,-37.6581209794031
34,4,9,-87.50394336759854
34,5,10,-106.8145201543163
34,6,10,-80.07105565387471
34,7,8,559.5892429199997
34,8,9,260.8412434148051
34,8,10,271.33724242519486
34,9,11,53.996592384554035
34,9,12,44.352766177845105
34,10,11,33.3423678718563
34,10,12,23.698541665147353
34,11,13,7.488681813661736
34,11,14,52.43952136274894
34,12,13,24.486938509940764
34,12,23,16.153612253051747
34,13,23,4.564863243602515
34,14,16,25.02876428274879
34,15,16,39.42261282709603
34,15,21,49.10390270016874
34,15,24,-86.93112194059808
34,16,17,60.539125619831665
34,16,19,-23.49850558998673
34,17,18,21.490205588532724
34,17,22,11.638162951299035
34,18,21,-5.920551491467487
34,19,20,-50.90926266998696
34,20,23,6.692281583345679
34,21,22,15.772594128700959
35,1,2,-82.40744613687268
35,1,3,-61.78554242146759
35,1,5,-76.22554766165948
35,2,4,-58.77809965421832
35,2,6,-50.59819894265436
35,3,9,-37.27311850691161
35,3,24,-51.48127637455614
35,4,9,-85.74695211421832
35,5,10,-103.19440012165947
35,6,10,-77.56705140265433
35,7,8,560.0311475399998
35,8,9,260.6817127926236
35,8,10,272.3805822873764
35,9,11,58.796646268534445
35,9,12,51.89614344295892
35,10,11,35.77539056431896
35,10,12,28.87488773874346
35,11,13,14.893203508225213
35,11,14,52.709980864628534
35,12,13,27.056064581035862
35,12,23,26.746114140666588
35,13,23,14.980415629261087
35,14,16,25.741128404628355
35,15,16,60.31006807559508
35,15,21,51.77309342984927
35,15,24,-134.452013965444
35,16,17,56.10231641015115
35,16,19,2.98002761007249
35,17,18,18.336493400642922
35,17,22,10.796970549508378
35,18,21,-8.632359059357409
35,19,20,-23.988824849927802
35,20,23,-14.757677309927715
35,21,22,16.1718819104916
36,1,2,-82.26189959008661
36,1,3,-62.58432046195037
36,1,5,-76.1525468979627
36,2,4,-58.8751186548361
36,2,6,-50.5810733852505
36,3,9,-36.22275115863469
36,3,24,-53.555861753315845
36,4,9,-86.06941110483606
36,5,10,-103.34683934796267
36,6,10,-77.77536583525047
36,7,8,559.8057075499997
36,8,9,260.345986949944
36,8,10,272.2654281500559
36,9,11,58.796710650445306
36,9,12,52.062821586027596
36,10,11,35.34140979063017
36,10,12,28.607520726212464
36,11,13,15.068951181780049
36,11,14,51.87487680929577
36,12,13,26.938137999104555
36,12,23,26.537911863135584
36,13,23,14.812796730884612
36,14,16,24.680584359295565
36,15,16,62.79815721880259
36,15,21,52.524889427882
36,15,24,-137.91733909668423
36,16,17,56.25228037211841
36,16,19,4.032168755979967
36,17,18,18.231006821292112
36,17,22,10.826981100826472
36,18,21,-8.963285628708238
36,19,20,-23.16212369402033
36,20,23,-14.156416144020234
36,21,22,16.367311349173505
37,1,2,-83.00044143871175
37,1,3,-65.66125064612454
37,1,5,-76.72549916516347
37,2,4,-59.77339306965361
37,2,6,-50.99576401905805
37,3,9,-33.087861980586474
37,3,24,-60.34210431553821
37,4,9,-87.5421087196536
37,5,10,-104.49421481516345
37,6,10,-78.764479669058
37,7,8,559.2312843499998
37,8,9,259.38674205891573
37,8,10,272.07582664108435
37,9,11,58.58037523277195
37,9,12,52.407680475903305
37,10,11,33.610555631865616
37,10,12,27.437860874996986
37,11,13,15.518896541945029
37,11,14,48.90331867269291
37,12,13,26.398919443232458
37,12,23,25.677906257667892
37,13,23,14.14910033517748
37,14,16,21.13460302269273
37,15,16,70.3523523379288
37,15,21,54.63576324653349
37,15,24,-148.15683123446195
37,16,17,56.439099353466915
37,16,19,7.27914035715478
37,17,18,17.80381552640661
37,17,22,10.866568177060513
37,18,21,-9.964900123593786
37,19,20,-20.489575292845508
37,20,23,-12.05829094284541
37,21,22,16.902147472939458
38,1,2,-89.67174445360138
38,1,3,-65.36003060010268
38,1,5,-82.43519819629515
38,2,4,-63.29162224096872
38,2,6,-54.58387896263265
38,3,9,-41.592589281155995
38,3,24,-51.971198068946805
38,4,9,-91.4953789909687
38,5,10,-110.63895494629512
38,6,10,-82.78763571263258
38,7,8,558.7962432499997
38,8,9,259.18369746606766
38,8,10,271.4087890339323
38,9,11,53.140120130647155
38,9,12,44.75185231329542
38,10,11,29.083354721178075
38,10,12,20.69508690382634
38,11,13,8.27985504036905
38,11,14,45.739863061456546
38,12,13,23.06505818902057
38,12,23,14.178124278101254
38,13,23,3.1411564793896076
38,14,16,17.536106311456372
38,15,16,54.092371419530025
38,15,21,52.699945728201385
38,15,24,-106.50489900607006
38,16,17,60.11508127179906
38,16,19,-16.690360290812574
38,17,18,20.347295533732193
38,17,22,11.564028988067005
38,18,21,-7.85646121626812
38,19,20,-44.8941170408128
38,20,23,10.884475992509088
38,21,22,16.63972776193298
39,1,2,-90.41694637651887
39,1,3,-60.915086005034404
39,1,5,-83.5521483184465
39,2,4,-63.22512629836465
39,2,6,-55.29631987815422
39,3,9,-49.35323629221484
39,3,24,-39.66634951281969
39,4,9,-91.32962609836461
39,5,10,-111.65664811844648
39,6,10,-83.40081967815418
39,7,8,558.8955001999998
39,8,9,259.88713338816086
39,8,10,270.9038670118391
39,9,11,50.69814141400512
39,9,12,40.40162978357594
39,10,11,29.01920552283375
39,10,12,18.722693892404568
39,11,13,3.911264118392241
39,11,14,47.701583018446975
39,12,13,22.059947433371434
39,12,23,8.959876442609115
39,13,23,-2.1332882482363136
39,14,16,19.59708321844682
39,15,16,37.530350699482014
39,15,21,49.88197628769884
39,15,24,-73.51682678718042
39,16,17,62.53602291230159
39,16,19,-33.51308879437268
39,17,18,22.41105018331502
39,17,22,12.020472928986653
39,18,21,-5.693449616685192
39,19,20,-61.61758859437288
39,20,23,21.277911605627132
39,21,22,16.084026871013343
40,1,2,-89.18854303641332
40,1,3,-57.36102272681744
40,1,5,-82.75510723676899
40,2,4,-62.10996869947256
40,2,6,-54.77337523694073
40,3,9,-53.00134781504855
40,3,24,-32.054475811769024
40,4,9,-89.80476959947254
40,5,10,-110.44990813676895
40,6,10,-82.4681761369407
40,7,8,559.3051990999998
40,8,9,260.72865476350404
40,8,10,270.88174343649587
40,9,11,50.64751194718406
40,9,12,39.58022450179856
40,10,11,30.668072854085786
40,10,12,19.60078540870029
40,11,13,2.9534803231071245
40,11,14,50.667303578163036
40,12,13,22.460736975792916
40,12,23,9.025472034705986
40,13,23,-2.280583601099943
40,14,16,22.972502678162893
40,15,16,28.974053470748224
40,15,21,47.866962617483296
40,15,24,-60.53581698823109
40,16,17,62.91224098251713
40,16,19,-38.66048573360591
40,17,18,23.12899119294156
40,17,22,12.088448889575623
40,18,21,-4.5658097070586035
40,19,20,-66.35528663360611
40,20,23,20.94991246639387
40,21,22,15.60635201042438
41,1,2,-87.29635858332797
41,1,3,-54.09910475607043
41,1,5,-81.41843857060141
41,2,4,-60.70983054712729
41,2,6,-53.92337036620069
41,3,9,-55.54675602945643
41,3,24,-25.88919105661413
41,4,9,-88.04667287712728
41,5,10,-108.75528090060145
41,6,10,-81.26021269620068
41,7,8,559.6631576699998
41,8,9,261.4604153040144
41,8,10,270.86590003598565
41,9,11,51.0617707399696
41,9,12,39.46837332746074
41,10,11,32.55348076084615
41,10,12,20.960083348337264
41,11,13,2.670331122810139
41,11,14,53.60807804800592
41,12,13,23.104911856202904
41,12,23,9.986702489595126
41,13,23,-1.5615993509869357
41,14,16,26.27123571800577
41,15,16,22.698924472855452
41,15,21,46.299475310531
41,15,24,-52.33524211338603
41,16,17,63.0478940094694
41,16,19,-41.41457614860808
41,17,18,23.599668941373764
41,17,22,12.111382738095667
41,18,21,-3.737173388626351
41,19,20,-68.75141847860829
41,20,23,18.911739191391725
41,21,22,15.225459591904338
42,1,2,-85.78363033973642
42,1,3,-52.117947930918874
42,1,5,-80.36762243934449
42,2,4,-59.712682550724935
42,2,6,-53.27263171901147
42,3,9,-56.83780287344783
42,3,24,-22.481828987471154
42,4,9,-86.91436648072492
42,5,10,-107.56930636934446
42,6,10,-80.47431564901143
42,7,8,559.7983160699998
42,8,9,261.811413294674
42,8,10,270.785218845326
42,9,11,51.37397105548242
42,9,12,39.48358895501854
42,10,11,33.71514749871687
42,10,12,21.824765398252993
42,11,13,2.5618804477094836
42,11,14,55.32555417649013
42,12,13,23.51992788949354
42,12,23,10.586742533778017
42,13,23,-1.1198755927969524
42,14,16,28.12387024648997
42,15,16,19.45563555815072
42,15,21,45.56709869437866
42,15,24,-48.22441818252896
42,16,17,63.239637025621754
42,16,19,-42.86181515098095
42,17,18,23.89137359037081
42,17,22,12.14657950525096
42,18,21,-3.3103103396292926
42,19,20,-70.06349908098116
42,20,23,17.734816989018853
42,21,22,15.055104424749047
43,1,2,-84.13248947143437
43,1,3,-50.3307236964897
43,1,5,-79.11979239207562
43,2,4,-58.62351861602158
43,2,6,-52.4846868354128
43,3,9,-57.51120332110655
43,3,24,-19.795236355383267
43,4,9,-85.59923459602156
43,5,10,-106.09550837207559
43,6,10,-79.46040281541278
43,7,8,560.0242840199998
43,8,9,262.224386401812
43,8,10,270.8241816381879
43,9,11,52.06645292112364
43,9,12,40.07177958356
43,10,11,35.143613904131485
43,10,12,23.148940566567852
43,11,13,3.017771227685947
43,11,14,57.21657961756949
43,12,13,24.159642929820183
43,12,23,12.085361240307712
43,13,23,0.2016981775061657
43,14,16,30.240863637569326
43,15,16,17.394649186097542
43,15,21,44.88315559851965
43,15,24,-47.25352076461681
43,16,17,63.01970832148074
43,16,19,-42.35991147781375
43,17,18,23.940639994134585
43,17,22,12.10335234734617
43,18,21,-3.0350759858654954
43,19,20,-69.33562745781396
43,20,23,14.688656562186042
43,21,22,14.872363632653837
44,1,2,-83.0752596582064
44,1,3,-47.66217094006436
44,1,5,-78.34891852172909
44,2,4,-57.67621803363722
44,2,6,-51.970866284569176
44,3,9,-59.937768562180636
44,3,24,-14.296227037883831
44,4,9,-84.24804269363722
44,5,10,-104.92074318172907
44,6,10,-78.54269094456916
44,7,8,560.4281753399998
44,8,9,262.9491937427611
44,8,10,270.907156937239
44,9,11,52.323543678762526
44,9,12,39.86801414818038
44,10,11,36.663713840761375
44,10,12,24.208184310179224
44,11,13,2.700366367398969
44,11,14,59.71506649212526
44,12,13,24.654545518992315
44,12,23,12.849828279367323
44,13,23,0.7830872263913191
44,14,16,33.143241832125085
44,15,16,11.494188324728526
44,15,21,43.30425161738813
44,15,24,-39.37026460211627
44,16,17,62.98304702261225
44,16,19,-44.917441525758505
44,17,18,24.317821638773104
44,17,22,12.093400723839142
44,18,21,-2.254003021226935
44,19,20,-71.48926618575872
44,20,23,12.938909154241273
44,21,22,14.478423936160869
45,1,2,-81.68742760510197
45,1,3,-43.491794430386435
45,1,5,-77.42955511451143
45,2,4,-56.37649260608547
45,2,6,-51.36060474901646
45,3,9,-64.20573873554962
45,3,24,-5.335725444836918
45,4,9,-82.42616235608547
45,5,10,-103.4792248645114
45,6,10,-77.41027449901644
45,7,8,560.9503302499998
45,8,9,263.97989738956556
45,8,10,270.9207631104344
45,9,11,52.31816323650551
45,9,12,38.980163311424626
45,10,11,38.65979696099365
45,10,12,25.321797035912766
45,11,13,1.6544672311173805
45,11,14,63.2738232163821
45,12,13,25.164093149484785
45,12,23,13.08819744785265
45,13,23,0.7688906306021996
45,14,16,37.22415346638195
45,15,16,1.4427414493230764
45,15,21,40.873375005840465
45,15,24,-24.365786205163154
45,16,17,63.32530399415988
45,16,19,-50.70807882845473
45,17,18,25.121514175909418
45,17,22,12.154120068250437
45,18,21,-0.9281555740905567
45,19,20,-76.75774857845495
45,20,23,12.19258167154506
45,21,22,13.895549681749575
46,1,2,-77.17447114598758
46,1,3,-46.29100376575648
46,1,5,-73.06434189825565
46,2,4,-54.12041184536049
46,2,6,-48.562039530627146
46,3,9,-53.87046716490345
46,3,24,-17.92851683085317
46,4,9,-79.62839207536047
46,5,10,-98.57232212825568
46,6,10,-74.07001976062709
46,7,8,561.4920197699997
46,8,9,264.026627118202
46,8,10,271.957412421798
46,9,11,57.7965415000069
46,9,12,47.22324614793085
46,10,11,42.19019282749555
46,10,12,31.616897475419496
46,11,13,9.643368986426033
46,11,14,64.83538511107673
46,12,13,28.279912684728185
46,12,23,25.052250708622218
46,13,23,12.415301441154261
46,14,16,39.32740488107656
46,15,16,21.944084006983235
46,15,21,43.32480080216405
46,15,24,-73.27686503914697
46,16,17,58.707120117836304
46,16,19,-22.9436114597763
46,17,18,21.921212478666693
46,17,22,11.277927409169646
46,18,21,-3.5867677513333938
46,19,20,-48.45159168977656
46,20,23,-11.959571919776533
46,21,22,14.230052820830354
47,1,2,-72.80807519484978
47,1,3,-45.52702008409262
47,1,5,-69.19612868105742
47,2,4,-51.5613759358307
47,2,6,-46.08099933901906
47,3,9,-49.17465157444913
47,3,24,-21.186668589643645
47,4,9,-76.39567601583067
47,5,10,-94.03042876105744
47,6,10,-70.91529941901904
47,7,8,562.1656999199997
47,8,9,264.6768130454721
47,8,10,272.65458679452786
47,9,11,61.72456322939953
47,9,12,52.54762214579255
47,10,11,46.025749809029065
47,10,12,36.84880872542208
47,11,13,14.669678001056976
47,11,14,68.24633495737193
47,12,13,30.84500062531386
47,12,23,33.71713016590084
47,13,23,20.68037854637088
47,14,16,43.412034877371724
47,15,16,30.254769661311155
47,15,21,43.61008738904563
47,15,24,-98.6991571303565
47,16,17,55.72711293095469
47,16,19,-6.894608472271532
47,17,18,20.182702582700433
47,17,22,10.710110268254326
47,18,21,-4.651597497299694
47,19,20,-31.72890855227184
47,20,23,-29.563208632271774
47,21,22,14.124189811745659
48,1,2,-71.13172277715488
48,1,3,-40.26827462941934
48,1,5,-67.94464014342559
48,2,4,-49.85894399863407
48,2,6,-45.219045928520785
48,3,9,-54.242016349658655
48,3,24,-9.972525429760829
48,4,9,-73.80521114863404
48,5,10,-91.89090729342561
48,6,10,-69.16531307852075
48,7,8,563.0537328499997
48,8,9,266.2097887518358
48,8,10,272.8976769481641
48,9,11,62.163335715243896
48,9,12,52.052958388298975
48,10,11,49.00278337658124
48,10,12,38.89240604963632
48,11,13,13.973051742825513
48,11,14,73.24680019899994
48,12,13,31.79365379599108
48,12,23,35.205443491944266
48,13,23,21.820438388816648
48,14,16,49.30053304899972
48,15,16,17.99105996938645
48,15,21,40.25266230085314
48,15,24,-82.1899894202393
48,16,17,55.53240629914717
48,16,19,-12.18708043076072
48,17,18,20.91945685629045
48,17,22,10.666682292856752
48,18,21,-3.026810293709598
48,19,20,-36.133347580761026
48,20,23,-33.079614730760944
48,21,22,13.27958485714324
