codigo;nome;periodo;carga;submercado
15;BARRA 15;33;49.31041998;1
16;BARRA 16;33;49.31041998;1
17;BARRA 17;33;0;1
18;BARRA 18;33;49.31041998;1
19;BARRA 19;33;49.31041998;1
20;BARRA 20;33;49.31041998;1
21;BARRA 21;33;0;1
22;BARRA 22;33;0;1
23;BARRA 23;33;0;1
24;BARRA 24;33;0;1
1;BARRA 1;34;50.74615484;1
2;BARRA 2;34;50.74615484;1
3;BARRA 3;34;50.74615484;1
4;BARRA 4;34;50.74615484;1
5;BARRA 5;34;50.74615484;1
6;BARRA 6;34;50.74615484;1
7;BARRA 7;34;50.74615484;1
8;BARRA 8;34;50.74615484;1
9;BARRA 9;34;50.74615484;1
10;BARRA 10;34;50.74615484;1
11;BARRA 11;34;0;1
12;BARRA 12;34;0;1
13;BARRA 13;34;50.74615484;1
14;BARRA 14;34;50.74615484;1
15;BARRA 15;34;50.74615484;1
16;BARRA 16;34;50.74615484;1
17;BARRA 17;34;0;1
18;BARRA 18;34;50.74615484;1
19;BARRA 19;34;50.74615484;1
20;BARRA 20;34;50.74615484;1
21;BARRA 21;34;0;1
22;BARRA 22;34;0;1
23;BARRA 23;34;0;1
24;BARRA 24;34;0;1
1;BARRA 1;35;52.25227557;1
2;BARRA 2;35;52.25227557;1
3;BARRA 3;35;52.25227557;1
4;BARRA 4;35;52.25227557;1
5;BARRA 5;35;52.25227557;1
6;BARRA 6;35;52.25227557;1
7;BARRA 7;35;52.25227557;1
8;BARRA 8;35;52.25227557;1
9;BARRA 9;35;52.25227557;1
10;BARRA 10;35;52.25227557;1
11;BARRA 11;35;0;1
12;BARRA 12;35;0;1
13;BARRA 13;35;52.25227557;1
14;BARRA 14;35;52.25227557;1
15;BARRA 15;35;52.25227557;1
16;BARRA 16;35;52.25227557;1
17;BARRA 17;35;0;1
18;BARRA 18;35;52.25227557;1
19;BARRA 19;35;52.25227557;1
20;BARRA 20;35;52.25227557;1
21;BARRA 21;35;0;1
22;BARRA 22;35;0;1
23;BARRA 23;35;0;1
24;BARRA 24;35;0;1
1;BARRA 1;36;53.40715034;1
2;BARRA 2;36;53.40715034;1
3;BARRA 3;36;53.40715034;1
4;BARRA 4;36;53.40715034;1
5;BARRA 5;36;53.40715034;1
6;BARRA 6;36;53.40715034;1
7;BARRA 7;36;53.40715034;1
8;BARRA 8;36;53.40715034;1
9;BARRA 9;36;53.40715034;1
10;BARRA 10;36;53.40715034;1
11;BARRA 11;36;0;1
12;BARRA 12;36;0;1
13;BARRA 13;36;53.40715034;1
14;BARRA 14;36;53.40715034;1
15;BARRA 15;36;53.40715034;1
16;BARRA 16;36;53.40715034;1
17;BARRA 17;36;0;1
18;BARRA 18;36;53.40715034;1
19;BARRA 19;36;53.40715034;1
20;BARRA 20;36;53.40715034;1
21;BARRA 21;36;0;1
22;BARRA 22;36;0;1
23;BARRA 23;36;0;1
24;BARRA 24;36;0;1
1;BARRA 1;37;53.64700898;1
2;BARRA 2;37;53.64700898;1
3;BARRA 3;37;53.64700898;1
4;BARRA 4;37;53.64700898;1
5;BARRA 5;37;53.64700898;1
6;BARRA 6;37;53.64700898;1
7;BARRA 7;37;53.64700898;1
8;BARRA 8;37;53.64700898;1
9;BARRA 9;37;53.64700898;1
10;BARRA 10;37;53.64700898;1
11;BARRA 11;37;0;1
12;BARRA 12;37;0;1
13;BARRA 13;37;53.64700898;1
14;BARRA 14;37;53.64700898;1
15;BARRA 15;37;53.64700898;1
16;BARRA 16;37;53.64700898;1
17;BARRA 17;37;0;1
18;BARRA 18;37;53.64700898;1
19;BARRA 19;37;53.64700898;1
20;BARRA 20;37;53.64700898;1
21;BARRA 21;37;0;1
22;BARRA 22;37;0;1
23;BARRA 23;37;0;1
24;BARRA 24;37;0;1
1;BARRA 1;38;53.42423432;1
2;BARRA 2;38;53.42423432;1
3;BARRA 3;38;53.42423432;1
4;BARRA 4;38;53.42423432;1
5;BARRA 5;38;53.42423432;1
6;BARRA 6;38;53.42423432;1
7;BARRA 7;38;53.42423432;1
8;BARRA 8;38;53.42423432;1
9;BARRA 9;38;53.42423432;1
10;BARRA 10;38;53.42423432;1
11;BARRA 11;38;0;1
12;BARRA 12;38;0;1
13;BARRA 13;38;53.42423432;1
14;BARRA 14;38;53.42423432;1
15;BARRA 15;38;53.42423432;1
16;BARRA 16;38;53.42423432;1
17;BARRA 17;38;0;1
18;BARRA 18;38;53.42423432;1
19;BARRA 19;38;53.42423432;1
20;BARRA 20;38;53.42423432;1
21;BARRA 21;38;0;1
22;BARRA 22;38;0;1
23;BARRA 23;38;0;1
24;BARRA 24;38;0;1
1;BARRA 1;39;53.60942428;1
2;BARRA 2;39;53.60942428;1
3;BARRA 3;39;53.60942428;1
4;BARRA 4;39;53.60942428;1
5;BARRA 5;39;53.60942428;1
6;BARRA 6;39;53.60942428;1
7;BARRA 7;39;53.60942428;1
8;BARRA 8;39;53.60942428;1
9;BARRA 9;39;53.60942428;1
10;BARRA 10;39;53.60942428;1
11;BARRA 11;39;0;1
12;BARRA 12;39;0;1
13;BARRA 13;39;53.60942428;1
14;BARRA 14;39;53.60942428;1
15;BARRA 15;39;53.60942428;1
16;BARRA 16;39;53.60942428;1
17;BARRA 17;39;0;1
18;BARRA 18;39;53.60942428;1
19;BARRA 19;39;53.60942428;1
20;BARRA 20;39;53.60942428;1
21;BARRA 21;39;0;1
22;BARRA 22;39;0;1
23;BARRA 23;39;0;1
24;BARRA 24;39;0;1
1;BARRA 1;40;54.63377769;1
2;BARRA 2;40;54.63377769;1
3;BARRA 3;40;54.63377769;1
4;BARRA 4;40;54.63377769;1
5;BARRA 5;40;54.63377769;1
6;BARRA 6;40;54.63377769;1
7;BARRA 7;40;54.63377769;1
8;BARRA 8;40;54.63377769;1
9;BARRA 9;40;54.63377769;1
10;BARRA 10;40;54.63377769;1
11;BARRA 11;40;0;1
12;BARRA 12;40;0;1
13;BARRA 13;40;54.63377769;1
14;BARRA 14;40;54.63377769;1
15;BARRA 15;40;54.63377769;1
16;BARRA 16;40;54.63377769;1
17;BARRA 17;40;0;1
18;BARRA 18;40;54.63377769;1
19;BARRA 19;40;54.63377769;1
20;BARRA 20;40;54.63377769;1
21;BARRA 21;40;0;1
22;BARRA 22;40;0;1
23;BARRA 23;40;0;1
24;BARRA 24;40;0;1
1;BARRA 1;41;56.10709726;1
2;BARRA 2;41;56.10709726;1
3;BARRA 3;41;56.10709726;1
4;BARRA 4;41;56.10709726;1
5;BARRA 5;41;56.10709726;1
6;BARRA 6;41;56.10709726;1
7;BARRA 7;41;56.10709726;1
8;BARRA 8;41;56.10709726;1
9;BARRA 9;41;56.10709726;1
10;BARRA 10;41;56.10709726;1
11;BARRA 11;41;0;1
12;BARRA 12;41;0;1
13;BARRA 13;41;56.10709726;1
14;BARRA 14;41;56.10709726;1
15;BARRA 15;41;56.10709726;1
16;BARRA 16;41;56.10709726;1
17;BARRA 17;41;0;1
18;BARRA 18;41;56.10709726;1
19;BARRA 19;41;56.10709726;1
20;BARRA 20;41;56.10709726;1
21;BARRA 21;41;0;1
22;BARRA 22;41;0;1
23;BARRA 23;41;0;1
24;BARRA 24;41;0;1
1;BARRA 1;42;58.70385718;1
2;BARRA 2;42;58.70385718;1
3;BARRA 3;42;58.70385718;1
4;BARRA 4;42;58.70385718;1
5;BARRA 5;42;58.70385718;1
6;BARRA 6;42;58.70385718;1
7;BARRA 7;42;58.70385718;1
8;BARRA 8;42;58.70385718;1
9;BARRA 9;42;58.70385718;1
10;BARRA 10;42;58.70385718;1
11;BARRA 11;42;0;1
12;BARRA 12;42;0;1
13;BARRA 13;42;58.70385718;1
14;BARRA 14;42;58.70385718;1
15;BARRA 15;42;58.70385718;1
16;BARRA 16;42;58.70385718;1
17;BARRA 17;42;0;1
18;BARRA 18;42;58.70385718;1
19;BARRA 19;42;58.70385718;1
20;BARRA 20;42;58.70385718;1
21;BARRA 21;42;0;1
22;BARRA 22;42;0;1
23;BARRA 23;42;0;1
24;BARRA 24;42;0;1
1;BARRA 1;43;63.29192184;1
2;BARRA 2;43;63.29192184;1
3;BARRA 3;43;63.29192184;1
4;BARRA 4;43;63.29192184;1
5;BARRA 5;43;63.29192184;1
6;BARRA 6;43;63.29192184;1
7;BARRA 7;43;63.29192184;1
8;BARRA 8;43;63.29192184;1
9;BARRA 9;43;63.29192184;1
10;BARRA 10;43;63.29192184;1
11;BARRA 11;43;0;1
12;BARRA 12;43;0;1
13;BARRA 13;43;63.29192184;1
14;BARRA 14;43;63.29192184;1
15;BARRA 15;43;63.29192184;1
16;BARRA 16;43;63.29192184;1
17;BARRA 17;43;0;1
18;BARRA 18;43;63.29192184;1
19;BARRA 19;43;63.29192184;1
20;BARRA 20;43;63.29192184;1
21;BARRA 21;43;0;1
22;BARRA 22;43;0;1
23;BARRA 23;43;0;1
24;BARRA 24;43;0;1
1;BARRA 1;44;63.87482607;1
2;BARRA 2;44;63.87482607;1
3;BARRA 3;44;63.87482607;1
4;BARRA 4;44;63.87482607;1
5;BARRA 5;44;63.87482607;1
6;BARRA 6;44;63.87482607;1
7;BARRA 7;44;63.87482607;1
8;BARRA 8;44;63.87482607;1
9;BARRA 9;44;63.87482607;1
10;BARRA 10;44;63.87482607;1
11;BARRA 11;44;0;1
12;BARRA 12;44;0;1
13;BARRA 13;44;63.87482607;1
14;BARRA 14;44;63.87482607;1
15;BARRA 15;44;63.87482607;1
16;BARRA 16;44;63.87482607;1
17;BARRA 17;44;0;1
18;BARRA 18;44;63.87482607;1
19;BARRA 19;44;63.87482607;1
20;BARRA 20;44;63.87482607;1
21;BARRA 21;44;0;1
22;BARRA 22;44;0;1
23;BARRA 23;44;0;1
24;BARRA 24;44;0;1
1;BARRA 1;45;62.85047263;1
2;BARRA 2;45;62.85047263;1
3;BARRA 3;45;62.85047263;1
4;BARRA 4;45;62.85047263;1
5;BARRA 5;45;62.85047263;1
6;BARRA 6;45;62.85047263;1
7;BARRA 7;45;62.85047263;1
8;BARRA 8;45;62.85047263;1
9;BARRA 9;45;62.85047263;1
10;BARRA 10;45;62.85047263;1
11;BARRA 11;45;0;1
12;BARRA 12;45;0;1
13;BARRA 13;45;62.85047263;1
14;BARRA 14;45;62.85047263;1
15;BARRA 15;45;62.85047263;1
16;BARRA 16;45;62.85047263;1
17;BARRA 17;45;0;1
18;BARRA 18;45;62.85047263;1
19;BARRA 19;45;62.85047263;1
20;BARRA 20;45;62.85047263;1
21;BARRA 21;45;0;1
22;BARRA 22;45;0;1
23;BARRA 23;45;0;1
24;BARRA 24;45;0;1
1;BARRA 1;46;61.60744471;1
2;BARRA 2;46;61.60744471;1
3;BARRA 3;46;61.60744471;1
4;BARRA 4;46;61.60744471;1
5;BARRA 5;46;61.60744471;1
6;BARRA 6;46;61.60744471;1
7;BARRA 7;46;61.60744471;1
8;BARRA 8;46;61.60744471;1
9;BARRA 9;46;61.60744471;1
10;BARRA 10;46;61.60744471;1
11;BARRA 11;46;0;1
12;BARRA 12;46;0;1
13;BARRA 13;46;61.60744471;1
14;BARRA 14;46;61.60744471;1
15;BARRA 15;46;61.60744471;1
16;BARRA 16;46;61.60744471;1
17;BARRA 17;46;0;1
18;BARRA 18;46;61.60744471;1
19;BARRA 19;46;61.60744471;1
20;BARRA 20;46;61.60744471;1
21;BARRA 21;46;0;1
22;BARRA 22;46;0;1
23;BARRA 23;46;0;1
24;BARRA 24;46;0;1
1;BARRA 1;47;59.51431956;1
2;BARRA 2;47;59.51431956;1
3;BARRA 3;47;59.51431956;1
4;BARRA 4;47;59.51431956;1
5;BARRA 5;47;59.51431956;1
6;BARRA 6;47;59.51431956;1
7;BARRA 7;47;59.51431956;1
8;BARRA 8;47;59.51431956;1
9;BARRA 9;47;59.51431956;1
10;BARRA 10;47;59.51431956;1
11;BARRA 11;47;0;1
12;BARRA 12;47;0;1
13;BARRA 13;47;59.51431956;1
14;BARRA 14;47;59.51431956;1
15;BARRA 15;47;59.51431956;1
16;BARRA 16;47;59.51431956;1
17;BARRA 17;47;0;1
18;BARRA 18;47;59.51431956;1
19;BARRA 19;47;59.51431956;1
20;BARRA 20;47;59.51431956;1
21;BARRA 21;47;0;1
22;BARRA 22;47;0;1
23;BARRA 23;47;0;1
24;BARRA 24;47;0;1
1;BARRA 1;48;56.54376293;1
2;BARRA 2;48;56.54376293;1
3;BARRA 3;48;56.54376293;1
4;BARRA 4;48;56.54376293;1
5;BARRA 5;48;56.54376293;1
6;BARRA 6;48;56.54376293;1
7;BARRA 7;48;56.54376293;1
8;BARRA 8;48;56.54376293;1
9;BARRA 9;48;56.54376293;1
10;BARRA 10;48;56.54376293;1
11;BARRA 11;48;0;1
12;BARRA 12;48;0;1
13;BARRA 13;48;56.54376293;1
14;BARRA 14;48;56.54376293;1
15;BARRA 15;48;56.54376293;1
16;BARRA 16;48;56.54376293;1
17;BARRA 17;48;0;1
18;BARRA 18;48;56.54376293;1
19;BARRA 19;48;56.54376293;1
20;BARRA 20;48;56.54376293;1
21;BARRA 21;48;0;1
22;BARRA 22;48;0;1
23;BARRA 23;48;0;1
24;BARRA 24;48;0;1
1;BARRA 1;49;52.40944787;1
2;BARRA 2;49;52.40944787;1
3;BARRA 3;49;52.40944787;1
4;BARRA 4;49;52.40944787;1
5;BARRA 5;49;52.40944787;1
6;BARRA 6;49;52.40944787;1
7;BARRA 7;49;52.40944787;1
8;BARRA 8;49;52.40944787;1
9;BARRA 9;49;52.40944787;1
10;BARRA 10;49;52.40944787;1
11;BARRA 11;49;0;1
12;BARRA 12;49;0;1
13;BARRA 13;49;52.40944787;1
14;BARRA 14;49;52.40944787;1
15;BARRA 15;49;52.40944787;1
16;BARRA 16;49;52.40944787;1
17;BARRA 17;49;0;1
18;BARRA 18;49;52.40944787;1
19;BARRA 19;49;52.40944787;1
20;BARRA 20;49;52.40944787;1
21;BARRA 21;49;0;1
22;BARRA 22;49;0;1
23;BARRA 23;49;0;1
24;BARRA 24;49;0;1
1;BARRA 1;50;50.11678226;1
2;BARRA 2;50;50.11678226;1
3;BARRA 3;50;50.11678226;1
4;BARRA 4;50;50.11678226;1
5;BARRA 5;50;50.11678226;1
6;BARRA 6;50;50.11678226;1
7;BARRA 7;50;50.11678226;1
8;BARRA 8;50;50.11678226;1
9;BARRA 9;50;50.11678226;1
10;BARRA 10;50;50.11678226;1
11;BARRA 11;50;0;1
12;BARRA 12;50;0;1
13;BARRA 13;50;50.11678226;1
14;BARRA 14;50;50.11678226;1
15;BARRA 15;50;50.11678226;1
16;BARRA 16;50;50.11678226;1
17;BARRA 17;50;0;1
18;BARRA 18;50;50.11678226;1
19;BARRA 19;50;50.11678226;1
20;BARRA 20;50;50.11678226;1
21;BARRA 21;50;0;1
22;BARRA 22;50;0;1
23;BARRA 23;50;0;1
24;BARRA 24;50;0;1
1;BARRA 1;51;48.79380143;1
2;BARRA 2;51;48.79380143;1
3;BARRA 3;51;48.79380143;1
4;BARRA 4;51;48.79380143;1
5;BARRA 5;51;48.79380143;1
6;BARRA 6;51;48.79380143;1
7;BARRA 7;51;48.79380143;1
8;BARRA 8;51;48.79380143;1
9;BARRA 9;51;48.79380143;1
10;BARRA 10;51;48.79380143;1
11;BARRA 11;51;0;1
12;BARRA 12;51;0;1
13;BARRA 13;51;48.79380143;1
14;BARRA 14;51;48.79380143;1
15;BARRA 15;51;48.79380143;1
16;BARRA 16;51;48.79380143;1
17;BARRA 17;51;0;1
18;BARRA 18;51;48.79380143;1
19;BARRA 19;51;48.79380143;1
20;BARRA 20;51;48.79380143;1
21;BARRA 21;51;0;1
22;BARRA 22;51;0;1
23;BARRA 23;51;0;1
24;BARRA 24;51;0;1
1;BARRA 1;52;48.08652606;1
2;BARRA 2;52;48.08652606;1
3;BARRA 3;52;48.08652606;1
4;BARRA 4;52;48.08652606;1
5;BARRA 5;52;48.08652606;1
6;BARRA 6;52;48.08652606;1
7;BARRA 7;52;48.08652606;1
8;BARRA 8;52;48.08652606;1
9;BARRA 9;52;48.08652606;1
10;BARRA 10;52;48.08652606;1
11;BARRA 11;52;0;1
12;BARRA 12;52;0;1
13;BARRA 13;52;48.08652606;1
14;BARRA 14;52;48.08652606;1
15;BARRA 15;52;48.08652606;1
16;BARRA 16;52;48.08652606;1
17;BARRA 17;52;0;1
18;BARRA 18;52;48.08652606;1
19;BARRA 19;52;48.08652606;1
20;BARRA 20;52;48.08652606;1
21;BARRA 21;52;0;1
22;BARRA 22;52;0;1
23;BARRA 23;52;0;1
24;BARRA 24;52;0;1
1;BARRA 1;53;48.40155398;1
2;BARRA 2;53;48.40155398;1
3;BARRA 3;53;48.40155398;1
4;BARRA 4;53;48.40155398;1
5;BARRA 5;53;48.40155398;1
6;BARRA 6;53;48.40155398;1
7;BARRA 7;53;48.40155398;1
8;BARRA 8;53;48.40155398;1
9;BARRA 9;53;48.40155398;1
10;BARRA 10;53;48.40155398;1
11;BARRA 11;53;0;1
12;BARRA 12;53;0;1
13;BARRA 13;53;48.40155398;1
14;BARRA 14;53;48.40155398;1
15;BARRA 15;53;48.40155398;1
16;BARRA 16;53;48.40155398;1
17;BARRA 17;53;0;1
18;BARRA 18;53;48.40155398;1
19;BARRA 19;53;48.40155398;1
20;BARRA 20;53;48.40155398;1
21;BARRA 21;53;0;1
22;BARRA 22;53;0;1
23;BARRA 23;53;0;1
24;BARRA 24;53;0;1
1;BARRA 1;54;50.26985443;1
2;BARRA 2;54;50.26985443;1
3;BARRA 3;54;50.26985443;1
4;BARRA 4;54;50.26985443;1
5;BARRA 5;54;50.26985443;1
6;BARRA 6;54;50.26985443;1
7;BARRA 7;54;50.26985443;1
8;BARRA 8;54;50.26985443;1
9;BARRA 9;54;50.26985443;1
10;BARRA 10;54;50.26985443;1
11;BARRA 11;54;0;1
12;BARRA 12;54;0;1
13;BARRA 13;54;50.26985443;1
14;BARRA 14;54;50.26985443;1
15;BARRA 15;54;50.26985443;1
16;BARRA 16;54;50.26985443;1
17;BARRA 17;54;0;1
18;BARRA 18;54;50.26985443;1
19;BARRA 19;54;50.26985443;1
20;BARRA 20;54;50.26985443;1
21;BARRA 21;54;0;1
22;BARRA 22;54;0;1
23;BARRA 23;54;0;1
24;BARRA 24;54;0;1
1;BARRA 1;55;53.4406349;1
2;BARRA 2;55;53.4406349;1
3;BARRA 3;55;53.4406349;1
4;BARRA 4;55;53.4406349;1
5;BARRA 5;55;53.4406349;1
6;BARRA 6;55;53.4406349;1
7;BARRA 7;55;53.4406349;1
8;BARRA 8;55;53.4406349;1
9;BARRA 9;55;53.4406349;1
10;BARRA 10;55;53.4406349;1
11;BARRA 11;55;0;1
12;BARRA 12;55;0;1
13;BARRA 13;55;53.4406349;1
14;BARRA 14;55;53.4406349;1
15;BARRA 15;55;53.4406349;1
16;BARRA 16;55;53.4406349;1
17;BARRA 17;55;0;1
18;BARRA 18;55;53.4406349;1
19;BARRA 19;55;53.4406349;1
20;BARRA 20;55;53.4406349;1
21;BARRA 21;55;0;1
22;BARRA 22;55;0;1
23;BARRA 23;55;0;1
24;BARRA 24;55;0;1
1;BARRA 1;56;56.62849935;1
2;BARRA 2;56;56.62849935;1
3;BARRA 3;56;56.62849935;1
4;BARRA 4;56;56.62849935;1
5;BARRA 5;56;56.62849935;1
6;BARRA 6;56;56.62849935;1
7;BARRA 7;56;56.62849935;1
8;BARRA 8;56;56.62849935;1
9;BARRA 9;56;56.62849935;1
10;BARRA 10;56;56.62849935;1
11;BARRA 11;56;0;1
12;BARRA 12;56;0;1
13;BARRA 13;56;56.62849935;1
14;BARRA 14;56;56.62849935;1
15;BARRA 15;56;56.62849935;1
16;BARRA 16;56;56.62849935;1
17;BARRA 17;56;0;1
18;BARRA 18;56;56.62849935;1
19;BARRA 19;56;56.62849935;1
20;BARRA 20;56;56.62849935;1
21;BARRA 21;56;0;1
22;BARRA 22;56;0;1
23;BARRA 23;56;0;1
24;BARRA 24;56;0;1
1;BARRA 1;57;60.16145945;1
2;BARRA 2;57;60.16145945;1
3;BARRA 3;57;60.16145945;1
4;BARRA 4;57;60.16145945;1
5;BARRA 5;57;60.16145945;1
6;BARRA 6;57;60.16145945;1
7;BARRA 7;57;60.16145945;1
8;BARRA 8;57;60.16145945;1
9;BARRA 9;57;60.16145945;1
10;BARRA 10;57;60.16145945;1
11;BARRA 11;57;0;1
12;BARRA 12;57;0;1
13;BARRA 13;57;60.16145945;1
14;BARRA 14;57;60.16145945;1
15;BARRA 15;57;60.16145945;1
16;BARRA 16;57;60.16145945;1
17;BARRA 17;57;0;1
18;BARRA 18;57;60.16145945;1
19;BARRA 19;57;60.16145945;1
20;BARRA 20;57;60.16145945;1
21;BARRA 21;57;0;1
22;BARRA 22;57;0;1
23;BARRA 23;57;0;1
24;BARRA 24;57;0;1
1;BARRA 1;58;62.54569503;1
2;BARRA 2;58;62.54569503;1
3;BARRA 3;58;62.54569503;1
4;BARRA 4;58;62.54569503;1
5;BARRA 5;58;62.54569503;1
6;BARRA 6;58;62.54569503;1
7;BARRA 7;58;62.54569503;1
8;BARRA 8;58;62.54569503;1
9;BARRA 9;58;62.54569503;1
10;BARRA 10;58;62.54569503;1
11;BARRA 11;58;0;1
12;BARRA 12;58;0;1
13;BARRA 13;58;62.54569503;1
14;BARRA 14;58;62.54569503;1
15;BARRA 15;58;62.54569503;1
16;BARRA 16;58;62.54569503;1
17;BARRA 17;58;0;1
18;BARRA 18;58;62.54569503;1
19;BARRA 19;58;62.54569503;1
20;BARRA 20;58;62.54569503;1
21;BARRA 21;58;0;1
22;BARRA 22;58;0;1
23;BARRA 23;58;0;1
24;BARRA 24;58;0;1
1;BARRA 1;59;64.77480837;1
2;BARRA 2;59;64.77480837;1
3;BARRA 3;59;64.77480837;1
4;BARRA 4;59;64.77480837;1
5;BARRA 5;59;64.77480837;1
6;BARRA 6;59;64.77480837;1
7;BARRA 7;59;64.77480837;1
8;BARRA 8;59;64.77480837;1
9;BARRA 9;59;64.77480837;1
10;BARRA 10;59;64.77480837;1
11;BARRA 11;59;0;1
12;BARRA 12;59;0;1
13;BARRA 13;59;64.77480837;1
14;BARRA 14;59;64.77480837;1
15;BARRA 15;59;64.77480837;1
16;BARRA 16;59;64.77480837;1
17;BARRA 17;59;0;1
18;BARRA 18;59;64.77480837;1
19;BARRA 19;59;64.77480837;1
20;BARRA 20;59;64.77480837;1
21;BARRA 21;59;0;1
22;BARRA 22;59;0;1
23;BARRA 23;59;0;1
24;BARRA 24;59;0;1
1;BARRA 1;60;65.93583345;1
2;BARRA 2;60;65.93583345;1
3;BARRA 3;60;65.93583345;1
4;BARRA 4;60;65.93583345;1
5;BARRA 5;60;65.93583345;1
6;BARRA 6;60;65.93583345;1
7;BARRA 7;60;65.93583345;1
8;BARRA 8;60;65.93583345;1
9;BARRA 9;60;65.93583345;1
10;BARRA 10;60;65.93583345;1
11;BARRA 11;60;0;1
12;BARRA 12;60;0;1
13;BARRA 13;60;65.93583345;1
14;BARRA 14;60;65.93583345;1
15;BARRA 15;60;65.93583345;1
16;BARRA 16;60;65.93583345;1
17;BARRA 17;60;0;1
18;BARRA 18;60;65.93583345;1
19;BARRA 19;60;65.93583345;1
20;BARRA 20;60;65.93583345;1
21;BARRA 21;60;0;1
22;BARRA 22;60;0;1
23;BARRA 23;60;0;1
24;BARRA 24;60;0;1
1;BARRA 1;61;65.51488495;1
2;BARRA 2;61;65.51488495;1
3;BARRA 3;61;65.51488495;1
4;BARRA 4;61;65.51488495;1
5;BARRA 5;61;65.51488495;1
6;BARRA 6;61;65.51488495;1
7;BARRA 7;61;65.51488495;1
8;BARRA 8;61;65.51488495;1
9;BARRA 9;61;65.51488495;1
10;BARRA 10;61;65.51488495;1
11;BARRA 11;61;0;1
12;BARRA 12;61;0;1
13;BARRA 13;61;65.51488495;1
14;BARRA 14;61;65.51488495;1
15;BARRA 15;61;65.51488495;1
16;BARRA 16;61;65.51488495;1
17;BARRA 17;61;0;1
18;BARRA 18;61;65.51488495;1
19;BARRA 19;61;65.51488495;1
20;BARRA 20;61;65.51488495;1
21;BARRA 21;61;0;1
22;BARRA 22;61;0;1
23;BARRA 23;61;0;1
24;BARRA 24;61;0;1
1;BARRA 1;62;66.87271703;1
2;BARRA 2;62;66.87271703;1
3;BARRA 3;62;66.87271703;1
4;BARRA 4;62;66.87271703;1
5;BARRA 5;62;66.87271703;1
6;BARRA 6;62;66.87271703;1
7;BARRA 7;62;66.87271703;1
8;BARRA 8;62;66.87271703;1
9;BARRA 9;62;66.87271703;1
10;BARRA 10;62;66.87271703;1
11;BARRA 11;62;0;1
12;BARRA 12;62;0;1
13;BARRA 13;62;66.87271703;1
14;BARRA 14;62;66.87271703;1
15;BARRA 15;62;66.87271703;1
16;BARRA 16;62;66.87271703;1
17;BARRA 17;62;0;1
18;BARRA 18;62;66.87271703;1
19;BARRA 19;62;66.87271703;1
20;BARRA 20;62;66.87271703;1
21;BARRA 21;62;0;1
22;BARRA 22;62;0;1
23;BARRA 23;62;0;1
24;BARRA 24;62;0;1
1;BARRA 1;63;68.09387748;1
2;BARRA 2;63;68.09387748;1
3;BARRA 3;63;68.09387748;1
4;BARRA 4;63;68.09387748;1
5;BARRA 5;63;68.09387748;1
6;BARRA 6;63;68.09387748;1
7;BARRA 7;63;68.09387748;1
8;BARRA 8;63;68.09387748;1
9;BARRA 9;63;68.09387748;1
10;BARRA 10;63;68.09387748;1
11;BARRA 11;63;0;1
12;BARRA 12;63;0;1
13;BARRA 13;63;68.09387748;1
14;BARRA 14;63;68.09387748;1
15;BARRA 15;63;68.09387748;1
16;BARRA 16;63;68.09387748;1
17;BARRA 17;63;0;1
18;BARRA 18;63;68.09387748;1
19;BARRA 19;63;68.09387748;1
20;BARRA 20;63;68.09387748;1
21;BARRA 21;63;0;1
22;BARRA 22;63;0;1
23;BARRA 23;63;0;1
24;BARRA 24;63;0;1
1;BARRA 1;64;68.25856672;1
2;BARRA 2;64;68.25856672;1
3;BARRA 3;64;68.25856672;1
4;BARRA 4;64;68.25856672;1
5;BARRA 5;64;68.25856672;1
6;BARRA 6;64;68.25856672;1
7;BARRA 7;64;68.25856672;1
8;BARRA 8;64;68.25856672;1
9;BARRA 9;64;68.25856672;1
10;BARRA 10;64;68.25856672;1
11;BARRA 11;64;0;1
12;BARRA 12;64;0;1
13;BARRA 13;64;68.25856672;1
14;BARRA 14;64;68.25856672;1
15;BARRA 15;64;68.25856672;1
16;BARRA 16;64;68.25856672;1
17;BARRA 17;64;0;1
18;BARRA 18;64;68.25856672;1
19;BARRA 19;64;68.25856672;1
20;BARRA 20;64;68.25856672;1
21;BARRA 21;64;0;1
22;BARRA 22;64;0;1
23;BARRA 23;64;0;1
24;BARRA 24;64;0;1
1;BARRA 1;65;68.4177892;1
2;BARRA 2;65;68.4177892;1
3;BARRA 3;65;68.4177892;1
4;BARRA 4;65;68.4177892;1
5;BARRA 5;65;68.4177892;1
6;BARRA 6;65;68.4177892;1
7;BARRA 7;65;68.4177892;1
8;BARRA 8;65;68.4177892;1
9;BARRA 9;65;68.4177892;1
10;BARRA 10;65;68.4177892;1
11;BARRA 11;65;0;1
12;BARRA 12;65;0;1
13;BARRA 13;65;68.4177892;1
14;BARRA 14;65;68.4177892;1
15;BARRA 15;65;68.4177892;1
16;BARRA 16;65;68.4177892;1
17;BARRA 17;65;0;1
18;BARRA 18;65;68.4177892;1
19;BARRA 19;65;68.4177892;1
20;BARRA 20;65;68.4177892;1
21;BARRA 21;65;0;1
22;BARRA 22;65;0;1
23;BARRA 23;65;0;1
24;BARRA 24;65;0;1
1;BARRA 1;66;66.29801307;1
2;BARRA 2;66;66.29801307;1
3;BARRA 3;66;66.29801307;1
4;BARRA 4;66;66.29801307;1
5;BARRA 5;66;66.29801307;1
6;BARRA 6;66;66.29801307;1
